FoodImage,NumOffeats,BagOfSurf,FoodId

/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst2/img_2632.jpg,2417,BagOfSurf{0.02068680182043856;0.004137360364087712;0.004551096400496483;0.0033098882912701694;0.0016549441456350847;0.006619776582540339;0.011998345055854365;0.03103020273065784;0.011584609019445594;0.01365328920148945;0.014480761274306992;0.01075713694662805;0.006206040546131568;0.007447248655357882;0.004137360364087712;0.011998345055854365;0.03061646669424907;0.00703351261894911;0.007447248655357882;0.011170872983036822;0.016549441456350848;0.00992966487381051;0.0028961522548613984;0.006619776582540339;0.01406702523789822;0.012412081092263137;0.005792304509722797;0.009102192800992967;0.007447248655357882;0.012412081092263137;0.004137360364087712;0.01075713694662805;0.003723624327678941;0.005378568473314025;0.03103020273065784;0.009515928837401738;0.011584609019445594;0.004964832436905255;0.014480761274306992;0.0028961522548613984;0.018618121638394703;0.008274720728175424;0.0033098882912701694;0.009515928837401738;0.0;8.274720728175424E-4;0.01406702523789822;0.014480761274306992;0.00992966487381051;0.0028961522548613984;0.005792304509722797;0.011584609019445594;0.012412081092263137;0.004137360364087712;0.01365328920148945;0.008274720728175424;0.003723624327678941;0.005378568473314025;0.011584609019445594;0.005378568473314025;0.01075713694662805;0.01034340091021928;0.01985932974762102;0.006206040546131568;0.007860984691766652;0.008274720728175424;0.013239553165080678;0.00703351261894911;0.012825817128671908;0.007447248655357882;0.019445593711212246;0.003723624327678941;0.004137360364087712;0.013239553165080678;0.0033098882912701694;0.004964832436905255;0.003723624327678941;0.008688456764584195;0.012412081092263137;0.00992966487381051;0.006619776582540339;0.011998345055854365;0.006619776582540339;0.01034340091021928;0.0033098882912701694;0.008688456764584195;0.004137360364087712;0.012825817128671908;0.01365328920148945;0.032685146876292925;0.009515928837401738;0.004964832436905255;0.01406702523789822;0.0024824162184526274;0.012412081092263137;0.012825817128671908;0.011998345055854365;0.016549441456350848;0.024824162184526273;0.011998345055854365},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst2/img_2633.jpg,1622,BagOfSurf{0.054870530209617754;0.04623921085080148;0.0018495684340320592;0.0036991368680641184;0.002466091245376079;0.0018495684340320592;0.011713933415536375;0.055487053020961775;0.004932182490752158;0.006781750924784217;0.008014796547472256;0.002466091245376079;0.0012330456226880395;0.0018495684340320592;0.0030826140567200987;0.014180024660912454;0.029593094944512947;0.007398273736128237;0.0018495684340320592;0.011097410604192354;0.012946979038224414;0.0018495684340320592;0.0030826140567200987;0.01726263871763255;0.012330456226880395;0.010480887792848335;0.0030826140567200987;0.008014796547472256;0.0030826140567200987;0.004932182490752158;0.0012330456226880395;0.013563501849568433;0.006781750924784217;0.0018495684340320592;0.01911220715166461;0.011097410604192354;0.004315659679408138;0.004932182490752158;0.010480887792848335;0.002466091245376079;0.002466091245376079;0.012330456226880395;6.165228113440197E-4;0.004315659679408138;0.006781750924784217;0.0018495684340320592;0.005548705302096177;0.02096177558569667;0.005548705302096177;0.0;0.005548705302096177;0.014180024660912454;0.008014796547472256;0.0036991368680641184;0.02836004932182491;0.004315659679408138;0.006781750924784217;0.0036991368680641184;0.005548705302096177;0.010480887792848335;0.02096177558569667;0.004932182490752158;0.006781750924784217;0.007398273736128237;0.004932182490752158;0.013563501849568433;0.010480887792848335;0.010480887792848335;0.01972872996300863;0.0018495684340320592;0.02096177558569667;0.0036991368680641184;6.165228113440197E-4;0.009864364981504316;0.0018495684340320592;0.006165228113440197;0.0030826140567200987;0.006165228113440197;0.006781750924784217;0.014180024660912454;0.012330456226880395;0.015413070283600493;0.002466091245376079;0.002466091245376079;0.0012330456226880395;0.0030826140567200987;0.010480887792848335;0.004315659679408138;0.009864364981504316;0.093711467324291;0.02157829839704069;0.004932182490752158;0.011097410604192354;0.0;6.165228113440197E-4;0.002466091245376079;0.012946979038224414;0.02466091245376079;0.014796547472256474;0.002466091245376079},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst2/img_2634.jpg,1442,BagOfSurf{0.04160887656033287;0.014563106796116505;0.0034674063800277394;0.006934812760055479;0.0020804438280166435;0.0020804438280166435;0.022191400832177532;0.03744798890429958;0.011095700416088766;0.005547850208044383;0.0076282940360610264;0.0062413314840499305;0.0027739251040221915;0.0034674063800277394;0.0048543689320388345;0.019417475728155338;0.03814147018030513;0.009708737864077669;0.0020804438280166435;0.009015256588072122;0.02011095700416089;0.0048543689320388345;6.934812760055479E-4;0.010402219140083218;0.013176144244105409;0.011095700416088766;0.0062413314840499305;0.004160887656033287;0.020804438280166437;0.005547850208044383;0.0027739251040221915;0.0048543689320388345;0.0048543689320388345;0.0048543689320388345;0.01872399445214979;0.013176144244105409;0.0048543689320388345;0.0062413314840499305;0.015256588072122053;0.0020804438280166435;0.0048543689320388345;0.009708737864077669;0.0020804438280166435;0.006934812760055479;0.0020804438280166435;0.0;0.011789181692094313;0.023578363384188627;0.008321775312066574;0.0013869625520110957;0.008321775312066574;0.015256588072122053;0.008321775312066574;0.004160887656033287;0.021497919556171984;0.0048543689320388345;0.0027739251040221915;0.0048543689320388345;0.0034674063800277394;0.009708737864077669;0.024271844660194174;0.0027739251040221915;0.015256588072122053;0.006934812760055479;0.013176144244105409;0.011789181692094313;0.009015256588072122;0.004160887656033287;0.012482662968099861;0.0034674063800277394;0.019417475728155338;0.0034674063800277394;0.0013869625520110957;0.008321775312066574;0.0048543689320388345;0.004160887656033287;0.005547850208044383;0.0062413314840499305;0.009708737864077669;0.010402219140083218;0.004160887656033287;0.014563106796116505;0.0062413314840499305;0.005547850208044383;0.0048543689320388345;0.0027739251040221915;0.0076282940360610264;0.0048543689320388345;0.011789181692094313;0.0651872399445215;0.016643550624133148;0.0076282940360610264;0.015256588072122053;6.934812760055479E-4;0.0034674063800277394;0.0062413314840499305;0.012482662968099861;0.033287101248266296;0.013869625520110958;0.006934812760055479},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst2/img_2635.jpg,2223,BagOfSurf{0.012145748987854251;0.004948268106162843;0.007197480881691408;0.008547008547008548;4.49842555105713E-4;0.00449842555105713;0.014394961763382817;0.015294646873594242;0.011246063877642825;0.012595591542959963;0.017543859649122806;0.006747638326585695;0.008547008547008548;0.008547008547008548;0.00449842555105713;0.029239766081871343;0.02834008097165992;0.009446693657219974;0.004048582995951417;0.008097165991902834;0.024741340530814216;0.007197480881691408;0.00449842555105713;0.007197480881691408;0.01349527665317139;0.013045434098065677;0.007197480881691408;0.009446693657219974;0.010796221322537112;0.008097165991902834;0.004048582995951417;0.007647323436797121;0.006297795771479982;0.005847953216374269;0.018443544759334234;0.015744489428699954;0.007647323436797121;0.006747638326585695;0.009446693657219974;0.001799370220422852;0.011695906432748537;0.006747638326585695;0.008547008547008548;0.008547008547008548;0.001349527665317139;8.99685110211426E-4;0.012595591542959963;0.022941970310391364;0.007647323436797121;0.002699055330634278;0.004948268106162843;0.016194331983805668;0.007197480881691408;0.006297795771479982;0.011695906432748537;0.008547008547008548;0.009446693657219974;0.005847953216374269;0.009446693657219974;0.005398110661268556;0.010796221322537112;0.013945119208277103;0.011695906432748537;0.008547008547008548;0.0103463787674314;0.016194331983805668;0.018893387314439947;0.011695906432748537;0.008097165991902834;0.006297795771479982;0.013045434098065677;0.002699055330634278;0.005398110661268556;0.012595591542959963;0.004948268106162843;0.008547008547008548;0.005398110661268556;0.00899685110211426;0.010796221322537112;0.007647323436797121;0.009896536212325686;0.014394961763382817;0.008097165991902834;0.009446693657219974;0.004948268106162843;0.005398110661268556;0.004048582995951417;0.015294646873594242;0.014844804318488529;0.0413855150697256;0.007647323436797121;0.005398110661268556;0.011246063877642825;0.001349527665317139;0.008097165991902834;0.009446693657219974;0.008097165991902834;0.015294646873594242;0.02564102564102564;0.00899685110211426},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst3/img 082.jpg,1900,BagOfSurf{0.004210526315789474;0.0015789473684210526;0.004736842105263158;0.013157894736842105;0.003157894736842105;0.008421052631578947;0.01631578947368421;0.015263157894736841;0.005263157894736842;0.018947368421052633;0.014736842105263158;0.008947368421052631;0.005263157894736842;0.009473684210526316;0.014210526315789474;0.017368421052631578;0.014210526315789474;0.01;0.010526315789473684;0.008421052631578947;0.015263157894736841;0.014210526315789474;0.002631578947368421;0.009473684210526316;0.02;0.006842105263157895;0.019473684210526317;0.012105263157894737;0.009473684210526316;0.00631578947368421;0.007894736842105263;0.004210526315789474;0.007894736842105263;0.016842105263157894;0.013157894736842105;0.018947368421052633;0.011578947368421053;0.016842105263157894;0.005789473684210527;0.002105263157894737;0.011578947368421053;0.00631578947368421;0.008947368421052631;0.006842105263157895;0.002105263157894737;0.008421052631578947;0.011052631578947368;0.015263157894736841;0.011052631578947368;0.005789473684210527;0.004736842105263158;0.00631578947368421;0.007368421052631579;0.012105263157894737;0.01631578947368421;0.011052631578947368;0.004210526315789474;0.005789473684210527;0.01263157894736842;0.008947368421052631;0.002105263157894737;0.01263157894736842;0.016842105263157894;0.006842105263157895;0.02157894736842105;0.01368421052631579;0.017894736842105262;0.009473684210526316;0.006842105263157895;0.013157894736842105;0.005263157894736842;0.005263157894736842;0.0010526315789473684;0.007894736842105263;0.010526315789473684;0.010526315789473684;0.005789473684210527;0.012105263157894737;0.01263157894736842;0.008421052631578947;0.021052631578947368;0.012105263157894737;0.012105263157894737;0.010526315789473684;0.009473684210526316;0.01263157894736842;0.0;0.009473684210526316;0.016842105263157894;0.009473684210526316;0.007368421052631579;0.004210526315789474;0.008947368421052631;0.0010526315789473684;0.011052631578947368;0.009473684210526316;0.01;0.01368421052631579;0.012105263157894737;0.005789473684210527},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst3/img 083.jpg,1055,BagOfSurf{0.018957345971563982;0.002843601895734597;0.008530805687203791;0.006635071090047393;0.0018957345971563982;0.012322274881516588;0.012322274881516588;0.03981042654028436;0.009478672985781991;0.01800947867298578;0.005687203791469194;0.005687203791469194;0.005687203791469194;0.007582938388625593;9.478672985781991E-4;0.017061611374407582;0.03696682464454976;0.006635071090047393;0.007582938388625593;0.008530805687203791;0.015165876777251185;0.01042654028436019;0.002843601895734597;0.02085308056872038;0.017061611374407582;0.01042654028436019;0.017061611374407582;0.011374407582938388;0.008530805687203791;0.004739336492890996;9.478672985781991E-4;0.005687203791469194;0.012322274881516588;0.01042654028436019;0.024644549763033177;0.022748815165876776;0.013270142180094787;0.005687203791469194;0.007582938388625593;0.004739336492890996;0.007582938388625593;0.011374407582938388;0.0037914691943127963;0.014218009478672985;0.0;9.478672985781991E-4;0.008530805687203791;0.022748815165876776;0.006635071090047393;0.011374407582938388;9.478672985781991E-4;0.002843601895734597;0.0018957345971563982;0.009478672985781991;0.017061611374407582;0.007582938388625593;0.006635071090047393;0.006635071090047393;0.013270142180094787;0.012322274881516588;0.008530805687203791;0.01800947867298578;0.009478672985781991;0.004739336492890996;0.012322274881516588;0.007582938388625593;0.0037914691943127963;0.004739336492890996;0.012322274881516588;0.0;0.01042654028436019;0.002843601895734597;9.478672985781991E-4;0.007582938388625593;0.002843601895734597;0.012322274881516588;0.007582938388625593;0.006635071090047393;0.004739336492890996;0.009478672985781991;0.012322274881516588;0.007582938388625593;0.007582938388625593;0.018957345971563982;0.0018957345971563982;0.002843601895734597;9.478672985781991E-4;0.013270142180094787;0.009478672985781991;0.04928909952606635;0.01800947867298578;0.006635071090047393;0.007582938388625593;0.0;0.005687203791469194;0.013270142180094787;0.015165876777251185;0.013270142180094787;0.021800947867298578;0.0018957345971563982},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst3/img 084.jpg,1601,BagOfSurf{0.01311680199875078;6.246096189881324E-4;0.0012492192379762648;0.005621486570893191;0.004996876951905059;0.012492192379762648;0.011242973141786383;0.022485946283572766;0.014990630855715179;0.012492192379762648;0.012492192379762648;0.010618363522798251;0.010618363522798251;0.004996876951905059;0.0024984384759525295;0.027482823235477825;0.024984384759525295;0.008744534665833853;0.007495315427857589;0.007495315427857589;0.01811367895065584;0.008744534665833853;0.0012492192379762648;0.004996876951905059;0.010618363522798251;0.009369144284821987;0.004372267332916927;0.011242973141786383;0.009993753903810118;0.011242973141786383;0.0024984384759525295;0.008119925046845722;0.017489069331667707;0.010618363522798251;0.009369144284821987;0.011242973141786383;0.009993753903810118;0.006246096189881324;0.01311680199875078;0.003123048094940662;0.011867582760774516;0.01311680199875078;0.007495315427857589;0.013741411617738912;0.0;0.004996876951905059;0.012492192379762648;0.024359775140537165;0.011242973141786383;0.0012492192379762648;0.0018738288569643974;0.011867582760774516;0.006246096189881324;0.01311680199875078;0.014990630855715179;0.012492192379762648;0.008119925046845722;0.006246096189881324;0.016864459712679577;0.005621486570893191;0.011242973141786383;0.021861336664584636;0.011242973141786383;0.008119925046845722;0.003123048094940662;0.009993753903810118;0.011242973141786383;0.008119925046845722;0.024359775140537165;0.004996876951905059;0.009369144284821987;0.005621486570893191;0.0;0.008744534665833853;0.0037476577139287947;0.004372267332916927;0.006870705808869456;0.006246096189881324;0.01311680199875078;0.011242973141786383;0.01311680199875078;0.008119925046845722;0.005621486570893191;0.012492192379762648;6.246096189881324E-4;0.0018738288569643974;0.003123048094940662;0.013741411617738912;0.021236727045596503;0.02873204247345409;0.01311680199875078;0.011242973141786383;0.004996876951905059;0.0;0.011242973141786383;0.011867582760774516;0.01311680199875078;0.017489069331667707;0.027482823235477825;6.246096189881324E-4},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst3/img 085.jpg,1591,BagOfSurf{0.01571338780641106;0.0031426775612822125;0.001257071024512885;0.00251414204902577;0.003771213073538655;0.016341923318667503;0.011313639220615965;0.018856065367693273;0.01005656819610308;0.011942174732872407;0.010685103708359522;0.011942174732872407;0.011313639220615965;0.009428032683846637;0.0018856065367693275;0.025769956002514142;0.02765556253928347;0.00754242614707731;0.01005656819610308;0.006285355122564425;0.025769956002514142;0.01005656819610308;0.003771213073538655;0.008799497171590195;0.009428032683846637;0.01759899434318039;0.010685103708359522;0.011313639220615965;0.01005656819610308;0.011313639220615965;0.001257071024512885;0.01759899434318039;0.00754242614707731;0.011942174732872407;0.01257071024512885;0.014456316781898177;0.013827781269641735;0.00502828409805154;0.00502828409805154;0.0018856065367693275;0.021370207416719043;0.01005656819610308;0.0056568196103079825;0.008170961659333752;0.001257071024512885;0.0018856065367693275;0.008799497171590195;0.021370207416719043;0.00754242614707731;0.0031426775612822125;0.0043997485857950975;0.009428032683846637;0.0069138906348208675;0.006285355122564425;0.013827781269641735;0.011942174732872407;0.0056568196103079825;0.008170961659333752;0.018227529855436832;0.00754242614707731;0.006285355122564425;0.018227529855436832;0.008170961659333752;0.009428032683846637;0.001257071024512885;0.01257071024512885;0.01257071024512885;0.00502828409805154;0.01759899434318039;0.0018856065367693275;0.01257071024512885;0.00754242614707731;0.0018856065367693275;0.0069138906348208675;0.0043997485857950975;0.00754242614707731;0.00502828409805154;0.008799497171590195;0.0056568196103079825;0.011942174732872407;0.010685103708359522;0.01005656819610308;0.013199245757385292;0.01508485229415462;0.0031426775612822125;0.0031426775612822125;0.00251414204902577;0.013827781269641735;0.01697045883092395;0.01759899434318039;0.009428032683846637;0.0069138906348208675;0.009428032683846637;6.285355122564425E-4;0.02199874292897549;0.008799497171590195;0.011942174732872407;0.02011313639220616;0.026398491514770583;0.003771213073538655},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst3/img 086.jpg,1417,BagOfSurf{0.028228652081863093;0.02328863796753705;0.007057163020465773;0.0056457304163726185;7.057163020465773E-4;0.019054340155257588;0.009174311926605505;0.032462949894142556;0.014114326040931546;0.0056457304163726185;0.009880028228652082;0.009174311926605505;0.006351446718419196;0.007057163020465773;0.006351446718419196;0.03669724770642202;0.02399435426958363;0.004940014114326041;0.012702893436838392;0.0028228652081863093;0.016937191249117856;0.009174311926605505;0.0077628793225123505;0.011997177134791814;0.006351446718419196;0.01058574453069866;0.014820042342978124;0.009880028228652082;0.0056457304163726185;0.0056457304163726185;0.0014114326040931546;0.004234297812279464;0.008468595624558928;0.014114326040931546;0.03881439661256175;0.02117148906139732;0.011997177134791814;0.011291460832745237;0.004940014114326041;0.002117148906139732;0.014114326040931546;7.057163020465773E-4;0.008468595624558928;0.021877205363443897;0.0;0.0014114326040931546;0.006351446718419196;0.012702893436838392;0.006351446718419196;0.004234297812279464;0.002117148906139732;0.0077628793225123505;0.0035285815102328866;0.0077628793225123505;0.012702893436838392;0.0077628793225123505;0.008468595624558928;0.0014114326040931546;0.02328863796753705;0.007057163020465773;0.009174311926605505;0.019760056457304165;0.0056457304163726185;0.0028228652081863093;0.0056457304163726185;0.004234297812279464;0.008468595624558928;7.057163020465773E-4;0.004234297812279464;0.004940014114326041;0.014114326040931546;0.004940014114326041;0.0028228652081863093;0.006351446718419196;0.0077628793225123505;0.009174311926605505;0.0028228652081863093;0.008468595624558928;0.0028228652081863093;0.004940014114326041;0.006351446718419196;0.006351446718419196;0.009174311926605505;0.009174311926605505;0.002117148906139732;0.007057163020465773;0.009174311926605505;0.009174311926605505;0.017642907551164433;0.03952011291460833;0.009174311926605505;0.004940014114326041;0.0077628793225123505;7.057163020465773E-4;0.027522935779816515;0.019054340155257588;0.009174311926605505;0.009174311926605505;0.020465772759350742;0.0056457304163726185},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/09/inst3/img 087.jpg,2071,BagOfSurf{0.004828585224529213;0.001931434089811685;0.0014485755673587638;0.012554321583775953;0.001931434089811685;0.012554321583775953;0.013037180106228875;0.008208594881699663;0.012554321583775953;0.020280057943022695;0.012071463061323033;0.013037180106228875;0.009657170449058426;0.006760019314340898;0.0028971511347175277;0.013520038628681796;0.024625784645098986;0.009174311926605505;0.012071463061323033;0.009657170449058426;0.017382906808305166;0.01158860453887011;0.00386286817962337;0.008691453404152583;0.013037180106228875;0.009174311926605505;0.01834862385321101;0.013037180106228875;0.008208594881699663;0.0043457267020762915;0.005311443746982134;0.010140028971511348;0.013037180106228875;0.009174311926605505;0.013037180106228875;0.017865765330758086;0.013037180106228875;0.010622887493964268;0.006760019314340898;0.0014485755673587638;0.010622887493964268;0.005794302269435055;0.009174311926605505;0.01110574601641719;0.001931434089811685;0.006760019314340898;0.01979719942056977;0.01545147271849348;0.013037180106228875;0.00386286817962337;0.012554321583775953;0.014002897151134718;0.005794302269435055;0.008208594881699663;0.010140028971511348;0.010140028971511348;0.012554321583775953;0.008691453404152583;0.0159343312409464;0.007242877836793819;0.001931434089811685;0.01545147271849348;0.01883148237566393;0.006760019314340898;0.009657170449058426;0.012071463061323033;0.017865765330758086;0.01110574601641719;0.006277160791887977;0.010140028971511348;0.008691453404152583;0.005311443746982134;0.00386286817962337;0.010622887493964268;0.01110574601641719;0.006277160791887977;0.00386286817962337;0.009657170449058426;0.009657170449058426;0.008208594881699663;0.010622887493964268;0.005794302269435055;0.006277160791887977;0.01110574601641719;0.008208594881699663;0.008208594881699663;0.0024142926122646064;0.01545147271849348;0.017865765330758086;0.013520038628681796;0.009174311926605505;0.009657170449058426;0.00772573635924674;0.0024142926122646064;0.009657170449058426;0.012071463061323033;0.012071463061323033;0.008691453404152583;0.01834862385321101;0.009657170449058426},9
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/10/inst1/img_1891.jpg,1616,BagOfSurf{0.05198019801980198;0.008663366336633664;0.0037128712871287127;0.008044554455445545;0.0024752475247524753;0.0018564356435643563;0.013613861386138614;0.038985148514851485;0.006188118811881188;0.004331683168316832;0.008663366336633664;0.006188118811881188;0.0049504950495049506;0.0037128712871287127;0.004331683168316832;0.01051980198019802;0.024752475247524754;0.006188118811881188;0.005569306930693069;0.006806930693069307;0.017945544554455444;0.006188118811881188;0.0012376237623762376;0.023514851485148515;0.009282178217821782;0.012376237623762377;0.005569306930693069;0.008044554455445545;0.006188118811881188;0.008044554455445545;0.012995049504950494;0.017326732673267328;0.009900990099009901;0.003094059405940594;0.012376237623762377;0.008663366336633664;0.0037128712871287127;0.012376237623762377;0.021658415841584157;0.0012376237623762376;0.007425742574257425;0.01051980198019802;0.0049504950495049506;0.005569306930693069;0.007425742574257425;0.0012376237623762376;0.009282178217821782;0.018564356435643563;0.008663366336633664;6.188118811881188E-4;0.01051980198019802;0.011757425742574257;0.009282178217821782;0.003094059405940594;0.0327970297029703;0.011138613861386138;0.006188118811881188;0.0024752475247524753;0.0049504950495049506;0.006188118811881188;0.01670792079207921;0.005569306930693069;0.01051980198019802;0.0049504950495049506;0.023514851485148515;0.01485148514851485;0.011138613861386138;0.009900990099009901;0.014232673267326733;0.006806930693069307;0.02103960396039604;0.006806930693069307;0.0018564356435643563;0.0049504950495049506;0.003094059405940594;0.0018564356435643563;0.008663366336633664;0.005569306930693069;0.004331683168316832;0.01547029702970297;0.006188118811881188;0.009900990099009901;0.0024752475247524753;0.005569306930693069;0.006188118811881188;0.0037128712871287127;0.004331683168316832;0.006806930693069307;0.006188118811881188;0.04393564356435643;0.012995049504950494;0.0049504950495049506;0.014232673267326733;0.0018564356435643563;0.006188118811881188;0.008044554455445545;0.011757425742574257;0.0297029702970297;0.01670792079207921;0.01051980198019802},10
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/10/inst1/img_1892.jpg,1266,BagOfSurf{0.03317535545023697;0.008688783570300158;7.898894154818325E-4;0.00315955766192733;7.898894154818325E-4;0.001579778830963665;0.015007898894154818;0.02448657187993681;0.00315955766192733;0.008688783570300158;0.011058451816745656;0.0071090047393364926;0.001579778830963665;0.01263823064770932;0.002369668246445498;0.02527646129541864;0.011058451816745656;0.008688783570300158;0.005529225908372828;0.014218009478672985;0.026066350710900472;0.0;7.898894154818325E-4;0.02132701421800948;0.013428120063191154;0.01579778830963665;0.002369668246445498;0.013428120063191154;0.013428120063191154;0.010268562401263823;0.0039494470774091624;0.010268562401263823;0.004739336492890996;0.00315955766192733;0.017377567140600316;0.010268562401263823;0.0071090047393364926;0.0071090047393364926;0.005529225908372828;7.898894154818325E-4;0.01263823064770932;0.014218009478672985;0.00315955766192733;0.00631911532385466;0.0;0.002369668246445498;0.010268562401263823;0.022906793048973143;0.013428120063191154;0.004739336492890996;7.898894154818325E-4;0.018167456556082148;0.011058451816745656;0.0039494470774091624;0.016587677725118485;0.011848341232227487;0.00315955766192733;7.898894154818325E-4;0.0039494470774091624;0.002369668246445498;0.01579778830963665;0.0039494470774091624;0.018167456556082148;0.00631911532385466;0.00631911532385466;0.016587677725118485;0.011848341232227487;0.017377567140600316;0.018167456556082148;0.007898894154818325;0.017377567140600316;0.0039494470774091624;0.005529225908372828;0.0071090047393364926;0.005529225908372828;0.005529225908372828;0.004739336492890996;0.00315955766192733;0.01263823064770932;0.008688783570300158;0.0071090047393364926;0.015007898894154818;0.0071090047393364926;0.0071090047393364926;0.008688783570300158;0.00631911532385466;0.004739336492890996;0.018957345971563982;0.016587677725118485;0.04107424960505529;0.022116903633491312;0.011058451816745656;0.010268562401263823;7.898894154818325E-4;0.004739336492890996;0.010268562401263823;0.018957345971563982;0.020537124802527645;0.014218009478672985;0.008688783570300158},10
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/10/inst1/img_1893.jpg,1653,BagOfSurf{0.016333938294010888;0.0054446460980036296;0.0030248033877797943;0.0030248033877797943;0.0018148820326678765;0.0024198427102238356;0.008469449485783424;0.019963702359346643;0.009679370840895343;0.012099213551119177;0.024198427102238355;0.009074410163339383;0.009679370840895343;0.007259528130671506;0.007864488808227465;0.023593466424682397;0.018148820326678767;0.015124016938898971;0.007259528130671506;0.014519056261343012;0.016333938294010888;0.006654567453115548;0.0024198427102238356;0.012704174228675136;0.012099213551119177;0.018753781004234724;0.0030248033877797943;0.006049606775559589;0.015124016938898971;0.006654567453115548;0.003629764065335753;0.009679370840895343;0.006049606775559589;0.009074410163339383;0.01693889897156685;0.019963702359346643;0.006049606775559589;0.004234724742891712;0.007864488808227465;0.0012099213551119178;0.015124016938898971;0.018148820326678767;0.006654567453115548;0.011494252873563218;6.049606775559589E-4;6.049606775559589E-4;0.014519056261343012;0.023593466424682397;0.015124016938898971;0.0030248033877797943;6.049606775559589E-4;0.009074410163339383;0.009679370840895343;0.004839685420447671;0.02601330913490623;0.014519056261343012;0.0054446460980036296;0.0030248033877797943;0.006049606775559589;0.004234724742891712;0.016333938294010888;0.0102843315184513;0.013309134906231096;0.007864488808227465;0.006654567453115548;0.014519056261343012;0.006654567453115548;0.012704174228675136;0.027828191167574106;0.009074410163339383;0.019358741681790685;0.004234724742891712;0.003629764065335753;0.0102843315184513;0.0024198427102238356;0.007259528130671506;0.0054446460980036296;0.011494252873563218;0.0102843315184513;0.009679370840895343;0.010889292196007259;0.007259528130671506;0.009074410163339383;0.009679370840895343;0.0018148820326678765;0.004839685420447671;0.003629764065335753;0.01572897761645493;0.01572897761645493;0.0102843315184513;0.0205686630369026;0.006049606775559589;0.012099213551119177;0.0;0.006049606775559589;0.007259528130671506;0.021778584392014518;0.02117362371445856;0.0054446460980036296;0.0054446460980036296},10
/Users/Shawn/Google Drive/ECEN642/642 Final Proj/Datasets/data/Arbys/10/inst1/img_1894.jpg,2091,BagOfSurf{0.026303204208512673;0.010043041606886656;0.003825920612147298;0.0028694404591104736;9.564801530368245E-4;9.564801530368245E-4;0.024868483978957436;0.02773792443806791;0.00860832137733142;0.010043041606886656;0.02295552367288379;0.009564801530368245;0.0023912003825920613;0.00860832137733142;0.005738880918220947;0.026303204208512673;0.02773792443806791;0.012434241989478718;0.0028694404591104736;0.011956001912960305;0.020564323290291727;0.0023912003825920613;0.003347680535628886;0.009086561453849833;0.011956001912960305;0.01482544237207078;0.003347680535628886;0.011477761836441894;0.011477761836441894;0.013390722142515544;0.004782400765184123;0.010043041606886656;0.0023912003825920613;0.009086561453849833;0.02391200382592061;0.015303682448589193;0.003825920612147298;0.010521281683405069;0.006695361071257772;0.001912960306073649;0.00860832137733142;0.011956001912960305;0.006695361071257772;0.0052606408417025345;0.0;0.0014347202295552368;0.013390722142515544;0.015303682448589193;0.01291248206599713;0.00430416068866571;0.003347680535628886;0.00860832137733142;0.009564801530368245;0.006217120994739359;0.01482544237207078;0.0052606408417025345;0.0052606408417025345;0.00430416068866571;0.006217120994739359;0.00430416068866571;0.01291248206599713;0.010043041606886656;0.016260162601626018;0.010999521759923482;0.015303682448589193;0.009086561453849833;0.009564801530368245;0.011477761836441894;0.010043041606886656;0.006695361071257772;0.018651362984218076;0.006217120994739359;0.001912960306073649;0.014347202295552367;0.003347680535628886;0.00430416068866571;0.003825920612147298;0.005738880918220947;0.009564801530368245;0.007173601147776184;0.00860832137733142;0.011956001912960305;0.0052606408417025345;0.010043041606886656;0.00430416068866571;0.00430416068866571;0.007651841224294596;0.021999043519846963;0.02773792443806791;0.028216164514586323;0.013390722142515544;0.0052606408417025345;0.013390722142515544;0.0;0.007173601147776184;0.00860832137733142;0.01673840267814443;0.013868962219033954;0.013390722142515544;0.005738880918220947},10
